정답여부, 문제 번호, 문제이름
true,2789,유학 금지
true,2790,F7
true,2792,보석 상자
true,2793,숫자의 힘
true,2794,화성
true,2795,사업 확장
true,2796,만남
true,2797,트램폴린
true,2798,블랙잭
true,2799,블라인드
true,2802,크레용
true,2803,내가 어렸을 때 가지고 놀던 장난감
true,2804,크로스워드 만들기
true,2805,나무 자르기
true,2806,DNA 발견
true,2807,정사각형 크로스워드
true,2809,아스키 거리
true,2810,컵홀더
true,2811,상범이의 우울
true,2812,크게 만들기
true,2813,매력있는 울타리
true,2815,암호 해독가 최준민
true,2816,디지털 티비
true,2817,ALPS식 투표
true,2819,상근이의 로봇
true,2820,자동차 공장
true,2821,컨베이어 벨트
true,2822,점수 계산
true,2823,유턴 싫어
true,2824,최대공약수
true,2825,수업시간에 교수님 몰래 교실을 나간 상근이
true,2826,함수의 리턴값
true,2827,현주네 피자 가게
true,2828,사과 담기 게임
true,2829,아름다운 행렬
true,2830,행성 X3
true,2831,댄스 파티
true,2832,정렬
true,2833,나이트
true,2834,박스 정렬
true,2835,인기도 조사
true,2836,수상 택시
true,2837,트럭 운전사 상근
true,2839,설탕 배달
true,2840,행운의 바퀴
true,2841,외계인의 기타 연주
true,2842,집배원 한상덕
true,2843,마블
true,2844,자료 구조
true,2845,파티가 끝나고 난 뒤
true,2846,오르막길
true,2847,게임을 만든 동준이
true,2848,알고스팟어
true,2849,탭댄스
true,2850,배관공 김선영
true,2851,슈퍼 마리오
true,2852,NBA 농구
true,2854,문제 출제
true,2855,흥미로운 수열
true,2856,동규가 설치한 그림판
true,2857,FBI
true,2858,기숙사 바닥
true,2862,수학 게임
true,2863,이게 분수?
true,2864,5와 6의 차이
true,2865,나는 위대한 슈퍼스타K
true,2866,문자열 잘라내기
true,2867,수열의 값
true,2868,MONO
true,2869,달팽이는 올라가고 싶다
true,2871,아름다운 단어
true,2872,우리집엔 도서관이 있어
true,2874,검정 직사각형
true,2875,대회 or 인턴
true,2876,그래픽스 퀴즈
true,2877,4와 7
true,2879,코딩은 예쁘게
true,2881,산책길
true,2884,알람 시계
true,2885,초콜릿 식사
true,2886,자리 전쟁
true,2887,행성 터널
true,2888,상범 게임
true,2889,레스토랑
true,2893,XOR 도형
true,2895,그렘린
true,2896,무알콜 칵테일
true,2897,몬스터 트럭
true,2899,구슬 없애기
true,2900,프로그램
true,2902,KMP는 왜 KMP일까?
true,2903,중앙 이동 알고리즘
true,2904,수학은 너무 쉬워
true,2905,홍준이와 울타리
true,2906,폭발 사고
true,2907,재료 사러 가는 길
true,2908,상수
true,2909,캔디 구매
true,2910,빈도 정렬
true,2911,전화 복구
true,2912,백설공주와 난쟁이
true,2914,저작권
true,2915,로마 숫자 재배치
true,2916,자와 각도기
true,2917,늑대 사냥꾼
true,2920,음계
true,2921,도미노
true,2922,즐거운 단어
true,2923,숫자 게임
true,2924,천재
true,2925,신기한 물체
true,2927,남극 탐험
true,2928,빨랫줄
true,2930,가위 바위 보
true,2934,LRH 식물
true,2935,소음
true,2938,3으로 나누어 떨어지지 않는 배열
true,2939,택배 배달
true,2941,크로아티아 알파벳
true,2942,퍼거슨과 사과
true,2945,사과의 개수
true,2947,나무 조각
true,2948,2009년
true,2952,주기율표
true,2953,나는 요리사다
true,2954,창영이의 일기장
true,2957,이진 탐색 트리
true,2958,도로 네트워크
true,2959,거북이
true,2960,에라토스테네스의 체
true,2961,도영이가 만든 맛있는 음식
true,2964,벽과 못
true,2965,캥거루 세마리
true,2966,찍기
true,2967,그리스-로마 건축
true,2969,메뚜기
true,2970,두더지
true,2973,TAMNICA
true,2974,자기곱
true,2975,Transactions
true,2979,트럭 주차
true,2981,검문
true,2983,개구리 공주
true,2984,고속도로
true,2985,세 수
true,2986,파스칼
true,2987,사과나무
true,2988,아보가드로
true,2989,개구리 왕눈이
true,2990,단어 검색
true,2991,사나운 개
true,2992,크면서 작은 수
true,2993,세 부분
true,2995,생일
true,2997,네 번째 수
true,2998,8진수
true,2999,비밀 이메일
true,3000,직각 삼각형
true,3002,아날로그 다이얼
true,3003,"킹, 퀸, 룩, 비숍, 나이트, 폰"
true,3004,체스판 조각
true,3005,크로스워드 퍼즐 쳐다보기
true,3006,터보소트
true,3008,직각 삼각형의 개수
true,3009,네 번째 점
true,3011,이름 지어주기
true,3012,올바른 괄호 문자열
true,3013,부분 수열의 중앙값
true,3014,자전거 경주
true,3015,오아시스 재결합
true,3018,캠프파이어
true,3020,개똥벌레
true,3021,원형 자갈
true,3022,PRASE
true,3023,마술사 이민혁
true,3024,마라톤 틱택토
true,3027,3차원 직사각형
true,3028,창영마을
true,3029,경고
true,3032,승리
true,3033,가장 긴 문자열
true,3034,앵그리 창영
true,3035,스캐너
true,3036,링
true,3037,혼란
true,3038,완전 이진 트리
true,3039,스터디장 홍준
true,3040,백설 공주와 일곱 난쟁이
true,3041,N-퍼즐
true,3042,트리플렛
true,3043,장난감 탱크
true,3044,자전거 경주 준비하기
true,3045,이중 연결 리스트
true,3046,R2
true,3047,ABC
true,3048,개미
true,3049,다각형의 대각선
true,3050,집들이
true,3052,나머지
true,3053,택시 기하학
true,3054,피터팬 프레임
true,3055,탈출
true,3056,007
true,3057,디버그
true,3058,짝수를 찾아라
true,3059,등장하지 않는 문자의 합
true,3060,욕심쟁이 돼지
true,3061,사다리
true,3062,수 뒤집기
true,3063,게시판
true,3066,브리징 시그널
true,3067,Coins
true,3073,집으로 가는 길
true,3075,Astromeeting
true,3076,상근이의 체스판
true,3077,임진왜란
true,3078,좋은 친구
true,3079,입국심사
true,3080,아름다운 이름
true,3081,프로세서 디자인
true,3082,아름다운 제도
true,3083,고속도로 구매
true,3084,FPS
true,3085,사탕 게임
true,3086,초콜릿 자르기
true,3088,화분 부수기
true,3090,차이를 최소로
true,3092,TRAVA
true,3093,새 게임
true,3096,영화제
true,3102,겹치지 않는 원
true,3103,순열의 순서
true,3104,쿠키
true,3105,벽 쌓기
true,3106,월급 인상
true,3108,로고
true,3109,빵집
true,3110,부등식
true,3111,검열
true,3112,쥐덫
true,3114,사과와 바나나
true,3117,YouTube
true,3119,울타리
true,3120,PODJELA
true,3121,"빨간점, 파란점"
true,3133,코끼리
true,3134,A Standard Problem
true,3135,라디오
true,3136,평면도
true,3145,지리지도
true,3146,SLIKA
true,3150,NOGA
true,3151,합이 0
true,3153,타워 디펜스
true,3155,터널
true,3159,전구
true,3163,떨어지는 개미
true,3165,5
true,3174,나누기
true,3176,도로 네트워크
true,3178,코코스
true,3179,삼각형
true,3180,바나나
true,3181,줄임말 만들기
true,3182,한동이는 공부가 하기 싫어!
true,3184,양
true,3197,백조의 호수
true,3204,커플 깨기
true,3208,gus
true,3210,piloti
true,3217,malloc
true,3221,개미의 이동
true,3226,전화 요금
true,3231,카드놀이
true,3244,두 부분 문자열 2
true,3245,거리
true,3246,SLALOM
true,3247,A1
true,3267,TWO
true,3269,PARKING
true,3272,SAFE
true,3273,두 수의 합
true,3295,단방향 링크 네트워크
true,3300,무어 기계
true,3307,대회가 끝나고 난 뒤 빰빠빰
true,3308,Matching
true,3309,Hotel
true,3310,Teams
true,3311,Traffic
true,3312,Similarity
true,3319,전령들
true,3320,사진
true,3321,가장 큰 직사각형
true,3322,정렬의 시간복잡도
true,3323,삼각형
true,3333,ANTENNA
true,3334,QUEUE
true,3335,WALK
true,3336,CONNECT
true,3337,LINK
true,3343,장미
true,3344,N-Queen
true,3345,괄호
true,3346,꿍 기지국
true,3347,Peaks
true,3348,Fireworks in RightAngleles
true,3349,Melody
true,3350,Candy Machine
true,3351,삼각 분할
true,3356,라디오 전송
true,3357,Monument
true,3366,수열 줄이기
true,3372,보드 점프
true,3385,Speed Limits
true,3386,테니스 클럽
true,3392,화성 지도
true,3405,파산하는 왕국
true,3406,Who wants to live forever?
true,3407,맹세
true,3408,Non-boring sequences
true,3409,문자 방정식
true,3410,Farm and factory
true,3411,Jewel heist
true,3412,Darts
true,3413,The Dragon and the knights
true,3414,Conservation
true,3415,Graphic Madness
true,3416,Boring Card Game
true,3417,Vigenère Cipher Encryption
true,3418,Unique Encryption Keys
true,3419,Racing Car Trail
true,3421,이상한 규정
true,3423,The Grille
true,3425,고스택
true,3426,Ardenia
true,3427,Beasts
true,3428,Casting Spells
true,3429,방어선
true,3430,용이 산다
true,3431,Fields and Farmers
true,3432,Game
true,3433,Hanging Hats
true,3434,Insults
true,3435,Justice for All
true,3437,Phone Cell
true,3439,Key Task
true,3440,Gates of Logic
true,3442,직각 다각형
true,3444,Robotic Sort
true,3447,버그왕
true,3449,해밍 거리
true,3453,Shortcut
true,3455,November Rain
true,3460,이진수
true,3462,이진 스털링 수
true,3468,Horizontally Visible Segments
true,3474,교수가 된 현우
true,3476,Hotline
true,3486,Adding Reversed Numbers
true,3492,Glass Beads
true,3495,아스키 도형
true,3496,Binary Encoding
true,3497,Caption
true,3498,사전의 크기
true,3499,미토콘드리아 이브
true,3501,최대공약수 맞추기 게임
true,3505,Kingdom Roadmap
true,3507,Automated Telephone Exchange
true,3519,계산왕 연산군
true,3520,Cactus Revolution
true,3522,Evacuation Plan
true,3526,이상적인 경로
true,3527,Jungle Outpost
true,3528,K-Graph Oddity
true,3540,Asteroids
true,3541,상근타워
true,3542,Database
true,3543,Exclusive Access 2
true,3544,Funny Language
true,3545,Garbling Game
true,3546,Headshot
true,3547,Inspection
true,3548,Java Certification
true,3565,피보나치 진법
true,3566,대형 스크린
true,3568,iSharp
true,3584,가장 가까운 공통 조상
true,3593,DFA
true,3595,맥주 냉장고
true,3606,Cellular Automaton
true,3610,Graveyard
true,3611,팀의 난이도
true,3612,Interconnect
true,3613,Java vs C++
true,3614,정사각형
true,3621,족보
true,3622,어떤 호박의 할로윈 여행
true,3640,제독
true,3644,그래프 매칭
true,3645,토너먼트 조작
true,3646,경비원
true,3648,아이돌
true,3649,로봇 프로젝트
true,3650,암호 해독
true,3651,이항계수
true,3652,새트리
true,3653,영화 수집
true,3654,L퍼즐
true,3655,먼저 가세요
true,3656,수영장 만들기
true,3657,총격전
true,3662,보석 분배
true,3663,고득점
true,3665,최종 순위
true,3666,리스크
true,3667,Selling Land
true,3670,Wormly
true,3671,산업 스파이의 편지
true,3673,나눌 수 있는 부분 수열
true,3675,Mountain Road
true,3676,Moving to Nuremberg
true,3677,Room Assignments
true,3679,단순 다각형
true,3681,모빌
true,3682,동치 증명
true,3683,고양이와 개
true,3684,어려운 문제
true,3685,김강山
true,3686,Sculpture
true,3688,래프팅 디자인
true,3691,컴퓨터 조립
true,3692,펭귄들의 행진
true,3693,컨테이너
true,3695,Escape from Enemy Territory
true,3697,정상
true,3698,애매함
true,3699,주차 빌딩
true,3711,학번
true,3713,당일치기
true,3716,Safety Grade
true,3724,표
true,3726,가장 큰 원
true,3728,Control Points
true,3734,RSA 인수 분해
true,3736,System Engineer
true,3745,오름세
true,3746,Sky Code
true,3747,완벽한 선거!
true,3748,Lucky cities
true,3749,Build Your Home
true,3750,Quick answer
true,3752,최대공약수 행렬식
true,3753,Internet Service Providers
true,3754,John
true,3755,Double Queue
true,3756,‘JBC’
true,3757,Loan Scheduling
true,3758,KCPC
true,3759,Highway
true,3760,Computers
true,3761,The Stable Marriage Problem
true,3762,Arne Saknussemm
true,3770,대한민국
true,3777,Computer Transformation
true,3778,애너그램 거리
true,3779,주기
true,3780,네트워크 연결
true,3783,세제곱근
true,3789,Hidden Password
true,3793,Common Subsequence
true,3794,Power Network
true,3805,벌집들
true,3806,S를 T로
true,3810,Sentry Robots
true,3825,은행수
true,3826,스타일리시
true,3827,일차원 세포 자동자
true,3828,잘못된 계산
true,3829,Sliding Block Puzzle
true,3830,교수님은 기다리지 않는다
true,3833,아름다운 레이아웃
true,3836,Coin Collecting
true,3837,사이버 도넛 범죄 수사
true,3838,Distributing Ballot Boxes
true,3841,Non-negative Partial Sums
true,3844,백준 공화국
true,3845,잔디깎기
true,3847,Comparing answers
true,3848,Fake scoreboard
true,3849,Palindromic DNA
true,3851,Sensor network
true,3854,3-sided dice
true,3855,Trick or Treat
true,3857,전구 게임
true,3860,할로윈 묘지
true,3861,Slalom
true,3863,행복한 전화 통화
true,3864,Stammering Aliens
true,3865,학회원
true,3868,Awkward Lights
true,3870,Find the Multiples
true,3871,Test Case Tweaking
true,3875,Cubist Artwork
true,3878,점 분리
true,3882,스무고개
true,3885,회색 영역
true,3903,제주도
true,3908,서로 다른 소수의 합
true,3933,라그랑주의 네 제곱수 정리
true,3938,Concert Hall Scheduling
true,3943,헤일스톤 수열
true,3944,나머지 계산
true,3946,랜덤 걷기
true,3948,홍준이의 친위대
true,3955,캔디 분배
true,3958,롤러코스터 타기
true,3961,터치스크린 키보드
true,3962,Track Smoothing
true,3964,팩토리얼과 거듭제곱
true,3965,Genetic Fraud
true,3966,Indiana Jones and the lost Soccer Cup
true,3967,매직 스타
true,3969,My brother’s diary
true,3972,Suiting Weavers
true,3973,Time To Live
true,3976,역습
true,3977,축구 전술
true,3978,Hacking
true,3980,선발 명단
true,3981,큐브러버
true,3983,The Two-ball Game
true,3986,좋은 단어
true,3987,보이저 1호
true,3988,수 고르기
true,3989,유행성 독감
true,3990,화면 보호기
true,3991,한번 쏘면 멈출 수 없어
true,3992,Caravan Robbers
true,3993,Disjoint Regular Expressions
true,3994,Exact Measurement
true,3995,스네이크 큐브
true,3996,위대한 사기꾼
true,3997,하이퍼드롬
true,3998,단백질 식별
true,3999,텔레점프
true,4001,미노타우르스 미궁
true,4002,닌자배치
true,4003,경비병
true,4004,쿠나이
true,4005,테이블 색칠하기
true,4006,경로 찾기
true,4008,특공대
true,4009,순찰
true,4010,신호
true,4011,기름 파기
true,4012,컨벤션 센터
true,4013,ATM
true,4015,DNA
true,4016,모빌
true,4017,동물원
true,4030,포켓볼
true,4072,Words
true,4084,Viva la Diferencia
true,4088,Family Fortune
true,4095,최대 정사각형
true,4101,크냐?
true,4117,Combination Lock
true,4134,다음 소수
true,4135,How Big Is It?
true,4149,큰 수 소인수분해
true,4150,피보나치 수
true,4153,직각삼각형
true,4158,CD
true,4172,sqrt log sin
true,4179,불!
true,4181,Convex Hull
true,4191,Dominos 2
true,4195,친구 네트워크
true,4196,도미노
true,4198,열차정렬
true,4203,Asteroid Rangers
true,4204,Curvy Little Bottles
true,4205,버스기사 승재
true,4206,피보나치 단어
true,4207,Infiltration
true,4209,Minimum Cost Flow
true,4211,금고 회사
true,4213,그릇 쌓기
true,4214,Takeover Wars
true,4215,비밀 프로젝트
true,4217,신성 문자
true,4218,칩 설계
true,4219,커피 전문점
true,4220,Machine Works
true,4221,Magic Sticks
true,4222,Mining Your Own Business
true,4223,Mummy Madness
true,4224,피라미드
true,4225,쓰레기 슈트
true,4230,사랑과 전쟁
true,4233,가짜소수
true,4237,비 단조성
true,4241,소수 없는 수열
true,4243,보안 업체
true,4246,To and Fro
true,4256,트리
true,4299,AFC 윔블던
true,4307,개미
true,4342,유클리드 게임
true,4344,평균은 넘겠지
true,4347,Tic Tac Toe
true,4354,문자열 제곱
true,4355,서로소
true,4357,이산 로그
true,4358,생태학
true,4370,곱셈 게임
true,4373,수집합
